postalCode,Count_res,zip_x,pcapita,zip_y,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,all_county_weights,imprecise,military,timezone,densitycountratio,selection_index
22207,2,22207,2.9880533184852673,22207,38.868829999999996,-77.07396999999999,Arlington,VA,Virginia,True,,0,0.0,51013,Arlington,{'51013':0},False,False,America/New_York,-0.3422947234706108,2.6457585950146565
24202,2,24202,-0.5242204750303712,24202,37.08415,-82.17206999999999,Bee,VA,Virginia,True,,406,7.7,51051,Dickenson,"{'51027':18.72,'51051':81.28}",False,False,America/New_York,-0.3403522206236323,-0.8645726956540034
23336,2,23336,-0.13735905519532968,23336,37.47638,-75.90483,Franktown,VA,Virginia,True,,207,23.6,51131,Northampton,{'51131':100},False,False,America/New_York,-0.3363410783811704,-0.4737001335765001
77384,2,77384,0.6251223809301013,77384,29.2581,-95.93008,Boling,TX,Texas,True,,2205,16.0,48481,Wharton,{'48481':100},False,False,America/Chicago,-0.3382583539184478,0.28686402701165353
73102,2,73102,-0.6078057497736711,73102,35.51832,-97.5295,Oklahoma City,OK,Oklahoma,True,,13571,1054.2,40109,Oklahoma,{'40109':100},False,False,America/Chicago,-0.07634842460247082,-0.6841541743761419
25401,2,25401,-0.7615591401908474,25401,39.55551,-78.21892,Berkeley Springs,WV,West Virginia,True,,12633,34.7,54065,Morgan,{'54065':100},False,False,America/New_York,-0.33354084700435727,-1.0950999871952045
2539,2,2539,0.9140143644969656,2539,41.379940000000005,-70.53223,Edgartown,MA,Massachusetts,True,,4067,58.6,25007,Dukes,{'25007':100},False,False,America/New_York,-0.3275115199858138,0.5865028445111518
68776,2,68776,-0.8812256940532723,68776,42.73822,-97.12155,Wynot,NE,Nebraska,True,,407,2.8,31027,Cedar,{'31027':100},False,False,America/Chicago,-0.34158835879898225,-1.2228140528522546
7310,2,7310,2.4668994326490603,7310,40.73063,-74.03787,Jersey City,NJ,New Jersey,True,,12838,8177.6,34017,Hudson,{'34017':100},False,False,America/New_York,1.7206937546399008,4.187593187288961
6880,2,6880,4.473066901795189,6880,41.14287,-73.34745,Westport,CT,Connecticut,True,,26647,511.3,9001,Fairfield,{'09001':100},False,False,America/New_York,-0.21330748896930177,4.259759412825887
